"year","month","origin","sum"
"2018","5","TYS","15267"
"2018","5","UIN","658"
"2018","5","USA","1133"
"2018","5","VLD","-272"
"2018","5","VPS","7517"
"2018","5","WRG","-534"
"2018","5","WYS","-60"
"2018","5","XNA","12676"
"2018","5","YAK","-122"
"2018","5","YUM","-468"
"2018","6","ABE","5500"
"2018","6","ABI","1668"
"2018","6","ABQ","21170"
"2018","6","ABR","-202"
"2018","6","ABY","1378"
"2018","6","ACK","3041"
"2018","6","ACT","469"
"2018","6","ACV","1127"
"2018","6","ACY","1874"
"2018","6","ADK","-134"
"2018","6","ADQ","-21"
"2018","6","AEX","5728"
"2018","6","AGS","8478"
"2018","6","AKN","-242"
"2018","6","ALB","7721"
"2018","6","ALO","1153"
"2018","6","AMA","3123"
"2018","6","ANC","-1146"
"2018","6","APN","-98"
"2018","6","ASE","4749"
"2018","6","ATL","635482"
"2018","6","ATW","2486"
"2018","6","AUS","63122"
"2018","6","AVL","10942"
"2018","6","AVP","3362"
"2018","6","AZA","6439"
"2018","6","AZO","428"
"2018","6","BDL","26637"
"2018","6","BET","-284"
"2018","6","BFF","181"
"2018","6","BFL","1"
"2018","6","BGM","-225"
"2018","6","BGR","3658"
"2018","6","BHM","27179"
"2018","6","BIL","1564"
"2018","6","BIS","4621"
"2018","6","BJI","429"
"2018","6","BKG","269"
"2018","6","BLI","1480"
"2018","6","BLV","5882"
"2018","6","BMI","2327"
"2018","6","BNA","99473"
"2018","6","BOI","12132"
"2018","6","BOS","159301"
"2018","6","BPT","1919"
"2018","6","BQK","545"
"2018","6","BQN","2955"
"2018","6","BRD","-67"
"2018","6","BRO","1106"
"2018","6","BRW","-358"
"2018","6","BTM","-236"
"2018","6","BTR","9012"
"2018","6","BTV","9988"
"2018","6","BUF","24760"
"2018","6","BUR","19032"
"2018","6","BWI","138739"
"2018","6","BZN","2842"
"2018","6","CAE","9369"
"2018","6","CAK","12973"
"2018","6","CDC","-421"
"2018","6","CDV","-262"
"2018","6","CGI","306"
"2018","6","CHA","17000"
"2018","6","CHO","11135"
"2018","6","CHS","33292"
"2018","6","CID","11212"
"2018","6","CIU","302"
"2018","6","CKB","501"
"2018","6","CLE","44421"
"2018","6","CLL","2760"
"2018","6","CLT","318386"
"2018","6","CMH","60269"
"2018","6","CMI","2196"
"2018","6","CMX","2817"
"2018","6","CNY","959"
"2018","6","COD","2"
"2018","6","COS","17725"
"2018","6","COU","3287"
"2018","6","CPR","-183"
"2018","6","CRP","3344"
"2018","6","CRW","7741"
"2018","6","CSG","1625"
"2018","6","CVG","69126"
"2018","6","CWA","1539"
"2018","6","DAB","5657"
"2018","6","DAL","95006"
"2018","6","DAY","19678"
"2018","6","DBQ","1268"
"2018","6","DCA","140500"
"2018","6","DEN","338152"
"2018","6","DFW","358012"
"2018","6","DHN","1435"
"2018","6","DLG","-47"
"2018","6","DLH","6534"
"2018","6","DRO","1758"
"2018","6","DSM","13796"
"2018","6","DTW","103692"
"2018","6","DVL","538"
"2018","6","EAU","1989"
"2018","6","ECP","5717"
"2018","6","EGE","555"
"2018","6","EKO","329"
"2018","6","ELM","241"
"2018","6","ELP","20147"
"2018","6","ERI","-72"
"2018","6","ESC","1270"
"2018","6","EUG","6576"
"2018","6","EVV","8153"
"2018","6","EWN","2711"
"2018","6","EWR","208676"
"2018","6","EYW","2594"
"2018","6","FAI","-216"
"2018","6","FAR","4350"
"2018","6","FAT","11003"
"2018","6","FAY","8622"
"2018","6","FCA","1573"
"2018","6","FLG","48"
"2018","6","FLL","111896"
"2018","6","FNT","4783"
"2018","6","FSD","5645"
"2018","6","FSM","2671"
"2018","6","FWA","13641"
"2018","6","GCC","131"
"2018","6","GCK","122"
"2018","6","GEG","10038"
"2018","6","GFK","-347"
"2018","6","GGG","348"
"2018","6","GJT","315"
"2018","6","GNV","5815"
"2018","6","GPT","2277"
"2018","6","GRB","4532"
"2018","6","GRI","956"
"2018","6","GRK","1495"
"2018","6","GRR","16470"
"2018","6","GSO","17370"
"2018","6","GSP","18855"
"2018","6","GST","-191"
"2018","6","GTF","141"
"2018","6","GTR","577"
"2018","6","GUC","-6"
"2018","6","GUM","555"
"2018","6","HDN","-1"
"2018","6","HGR","462"
"2018","6","HIB","481"
"2018","6","HLN","228"
"2018","6","HNL","8190"
"2018","6","HOB","-170"
"2018","6","HOU","82288"
"2018","6","HPN","15040"
"2018","6","HRL","2179"
"2018","6","HSV","9088"
"2018","6","HTS","2259"
"2018","6","HVN","1466"
"2018","6","HYA","881"
"2018","6","HYS","3802"
"2018","6","IAD","87361"
"2018","6","IAG","678"
"2018","6","IAH","137071"
"2018","6","ICT","11151"
"2018","6","IDA","1431"
"2018","6","ILM","6316"
"2018","6","IMT","-164"
"2018","6","IND","56799"
"2018","6","INL","64"
"2018","6","ISN","892"
"2018","6","ISP","7172"
"2018","6","ITH","-376"
"2018","6","ITO","-118"
"2018","6","JAC","6931"
"2018","6","JAN","7792"
"2018","6","JAX","44520"
"2018","6","JFK","134335"
"2018","6","JLN","1265"
"2018","6","JMS","1375"
"2018","6","JNU","-2958"
"2018","6","KOA","-4830"
"2018","6","KTN","-726"
"2018","6","LAN","738"
"2018","6","LAR","2"
"2018","6","LAS","166314"
"2018","6","LAW","200"
"2018","6","LAX","156066"
"2018","6","LBB","2393"
"2018","6","LBE","228"
"2018","6","LBF","-125"
"2018","6","LBL","272"
"2018","6","LCH","-19"
"2018","6","LCK","4207"
"2018","6","LEX","13542"
"2018","6","LFT","2791"
"2018","6","LGA","182209"
"2018","6","LGB","8930"
"2018","6","LIH","1021"
"2018","6","LIT","16375"
"2018","6","LNK","148"
"2018","6","LRD","2375"
"2018","6","LSE","1567"
"2018","6","LWB","1910"
"2018","6","LWS","-114"
"2018","6","LYH","2718"
"2018","6","MAF","5974"
"2018","6","MBS","1437"
"2018","6","MCI","49993"
"2018","6","MCO","225232"
"2018","6","MDT","9297"
"2018","6","MDW","145723"
"2018","6","MEI","2329"
"2018","6","MEM","24644"
"2018","6","MFE","4036"
"2018","6","MFR","5603"
"2018","6","MGM","7163"
"2018","6","MHK","620"
"2018","6","MHT","5180"
"2018","6","MIA","133991"
"2018","6","MKE","32274"
"2018","6","MKG","369"
"2018","6","MLB","3637"
"2018","6","MLI","5602"
"2018","6","MLU","3067"
"2018","6","MOB","11103"
"2018","6","MOT","1993"
"2018","6","MQT","5130"
"2018","6","MRY","3040"
"2018","6","MSN","14902"
"2018","6","MSO","6492"
"2018","6","MSP","113698"
"2018","6","MSY","53604"
"2018","6","MTJ","574"
"2018","6","MVY","994"
"2018","6","MYR","17144"
"2018","6","OAJ","6506"
"2018","6","OAK","42096"
"2018","6","OGD","248"
"2018","6","OGG","8134"
"2018","6","OGS","14"
"2018","6","OKC","28543"
"2018","6","OMA","26336"
"2018","6","OME","-313"
"2018","6","ONT","10567"
"2018","6","ORD","565555"
"2018","6","ORF","35381"
"2018","6","ORH","1460"
"2018","6","OTH","587"
"2018","6","OTZ","-486"
"2018","6","OWB","-45"
"2018","6","PAH","1859"
"2018","6","PBG","403"
"2018","6","PBI","23510"
"2018","6","PDX","26071"
"2018","6","PGD","8812"
"2018","6","PGV","5238"
"2018","6","PHF","6149"
"2018","6","PHL","151159"
"2018","6","PHX","124558"
"2018","6","PIA","7339"
"2018","6","PIB","71"
"2018","6","PIE","14824"
"2018","6","PIH","-584"
"2018","6","PIT","45189"
"2018","6","PLN","-290"
"2018","6","PNS","15701"
"2018","6","PPG","934"
"2018","6","PSC","2108"
"2018","6","PSE","34"
"2018","6","PSG","-443"
"2018","6","PSM","541"
"2018","6","PSP","3813"
"2018","6","PUB","418"
"2018","6","PVD","18929"
"2018","6","PVU","1501"
"2018","6","PWM","15181"
"2018","6","RAP","6970"
"2018","6","RDD","786"
"2018","6","RDM","3049"
"2018","6","RDU","90278"
"2018","6","RFD","859"
"2018","6","RHI","513"
"2018","6","RIC","33063"
"2018","6","RKS","220"
"2018","6","RNO","14743"
"2018","6","ROA","3369"
"2018","6","ROC","12702"
"2018","6","ROW","586"
"2018","6","RST","4913"
"2018","6","RSW","21968"
"2018","6","SAF","1773"
"2018","6","SAN","57389"
"2018","6","SAT","42445"
"2018","6","SAV","33371"
"2018","6","SBA","6374"
"2018","6","SBN","8559"
"2018","6","SBP","4673"
"2018","6","SCC","-819"
"2018","6","SCE","1192"
"2018","6","SCK","2510"
"2018","6","SDF","34146"
"2018","6","SEA","78489"
"2018","6","SFB","14799"
"2018","6","SFO","197042"
"2018","6","SGF","11952"
"2018","6","SGU","53"
"2018","6","SHD","676"
"2018","6","SHV","6468"
"2018","6","SIT","-399"
"2018","6","SJC","31303"
"2018","6","SJT","582"
"2018","6","SJU","31643"
"2018","6","SLC","54215"
"2018","6","SLN","4346"
"2018","6","SMF","24515"
"2018","6","SMX","204"
"2018","6","SNA","21925"
"2018","6","SPI","2858"
"2018","6","SPN","141"
"2018","6","SPS","270"
"2018","6","SRQ","5244"
"2018","6","STC","177"
"2018","6","STL","85073"
"2018","6","STS","1067"
"2018","6","STT","1648"
"2018","6","STX","774"
"2018","6","SUN","-453"
"2018","6","SUX","1518"
"2018","6","SWF","2949"
"2018","6","SWO","-116"
"2018","6","SYR","18103"
"2018","6","TLH","8539"
"2018","6","TOL","4385"
"2018","6","TPA","84562"
"2018","6","TRI","6165"
"2018","6","TTN","9156"
"2018","6","TUL","19872"
"2018","6","TUS","8529"
"2018","6","TVC","4834"
"2018","6","TWF","-711"
"2018","6","TXK","349"
"2018","6","TYR","1143"
"2018","6","TYS","25278"
"2018","6","UIN","193"
"2018","6","USA","2726"
"2018","6","VEL","-60"
"2018","6","VLD","1294"
"2018","6","VPS","12079"
"2018","6","WRG","-78"
"2018","6","WYS","88"
"2018","6","XNA","20340"
"2018","6","YAK","-374"
"2018","6","YUM","-602"
"2018","7","ABE","5520"
"2018","7","ABI","2987"
"2018","7","ABQ","24656"
"2018","7","ABR","145"
"2018","7","ABY","1933"
"2018","7","ACK","10201"
"2018","7","ACT","1320"
"2018","7","ACV","1172"
"2018","7","ACY","4416"
"2018","7","ADK","132"
"2018","7","ADQ","145"
"2018","7","AEX","1037"
"2018","7","AGS","5318"
"2018","7","AKN","252"
"2018","7","ALB","12520"
"2018","7","ALO","618"
"2018","7","AMA","5180"
"2018","7","ANC","1179"
"2018","7","APN","550"
"2018","7","ASE","9087"
"2018","7","ATL","474082"
"2018","7","ATW","2877"
"2018","7","AUS","63182"
"2018","7","AVL","10009"
"2018","7","AVP","2138"
"2018","7","AZA","6469"
"2018","7","AZO","907"
"2018","7","BDL","32350"
"2018","7","BET","-696"
"2018","7","BFF","51"
"2018","7","BFL","-215"
"2018","7","BGM","613"
"2018","7","BGR","7760"
"2018","7","BHM","23077"
"2018","7","BIL","2055"
"2018","7","BIS","4050"
"2018","7","BJI","167"
"2018","7","BKG","490"
"2018","7","BLI","-74"
"2018","7","BLV","5350"
"2018","7","BMI","863"
"2018","7","BNA","96317"
"2018","7","BOI","7801"
"2018","7","BOS","207872"
"2018","7","BPT","624"
"2018","7","BQK","164"
"2018","7","BQN","5117"
"2018","7","BRD","559"
"2018","7","BRO","3358"
"2018","7","BRW","-739"
"2018","7","BTM","-265"
"2018","7","BTR","7033"
"2018","7","BTV","13811"
"2018","7","BUF","28038"
"2018","7","BUR","19672"
"2018","7","BWI","182632"
"2018","7","BZN","5358"
"2018","7","CAE","8184"
"2018","7","CAK","8568"
"2018","7","CDC","-190"
"2018","7","CDV","-289"
"2018","7","CGI","349"
"2018","7","CHA","11815"
"2018","7","CHO","7991"
"2018","7","CHS","29441"
"2018","7","CID","5462"
"2018","7","CIU","-317"
"2018","7","CKB","2261"
"2018","7","CLE","46281"
"2018","7","CLL","2918"
"2018","7","CLT","346302"
"2018","7","CMH","53527"
"2018","7","CMI","1098"
"2018","7","CMX","428"
"2018","7","CNY","-44"
"2018","7","COD","-158"
"2018","7","COS","15005"
"2018","7","COU","2423"
"2018","7","CPR","-218"
"2018","7","CRP","2825"
"2018","7","CRW","3898"
"2018","7","CSG","1464"
"2018","7","CVG","65270"
"2018","7","CWA","1156"
"2018","7","DAB","5505"
"2018","7","DAL","109639"
"2018","7","DAY","14311"
"2018","7","DBQ","702"
"2018","7","DCA","143426"
"2018","7","DEN","325326"
"2018","7","DFW","434554"
"2018","7","DHN","395"
"2018","7","DLG","-31"
"2018","7","DLH","2465"
"2018","7","DRO","4128"
"2018","7","DSM","7314"
"2018","7","DTW","133249"
"2018","7","DVL","1090"
"2018","7","EAU","483"
"2018","7","ECP","6535"
"2018","7","EGE","1501"
"2018","7","EKO","-266"
"2018","7","ELM","-170"
"2018","7","ELP","18638"
"2018","7","ERI","-166"
"2018","7","ESC","-54"
"2018","7","EUG","2956"
"2018","7","EVV","5191"
"2018","7","EWN","1772"
"2018","7","EWR","300307"
"2018","7","EYW","3238"
"2018","7","FAI","-202"
"2018","7","FAR","3592"
"2018","7","FAT","10888"
"2018","7","FAY","5164"
"2018","7","FCA","3495"
"2018","7","FLG","29"
"2018","7","FLL","147118"
"2018","7","FNT","1856"
"2018","7","FSD","5300"
"2018","7","FSM","1779"
"2018","7","FWA","4917"
"2018","7","GCC","146"
"2018","7","GCK","679"
"2018","7","GEG","4638"
"2018","7","GFK","738"
"2018","7","GGG","627"
"2018","7","GJT","1602"
"2018","7","GNV","6625"
"2018","7","GPT","3991"
"2018","7","GRB","2100"
"2018","7","GRI","681"
"2018","7","GRK","4777"
"2018","7","GRR","13813"
"2018","7","GSO","19221"
"2018","7","GSP","15184"
"2018","7","GST","-270"
"2018","7","GTF","1772"
"2018","7","GTR","309"
"2018","7","GUC","1141"
"2018","7","GUM","1734"
"2018","7","HDN","-60"
"2018","7","HGR","1031"
"2018","7","HHH","287"
"2018","7","HIB","-212"
"2018","7","HLN","-230"
"2018","7","HNL","4829"
"2018","7","HOB","3"
"2018","7","HOU","92877"
"2018","7","HPN","16043"
"2018","7","HRL","1547"
"2018","7","HSV","5089"
"2018","7","HTS","3529"
"2018","7","HVN","573"
"2018","7","HYA","1314"
"2018","7","HYS","2396"
"2018","7","IAD","105218"
"2018","7","IAG","2709"
"2018","7","IAH","139151"
"2018","7","ICT","9642"
"2018","7","IDA","1582"
"2018","7","ILM","5452"
"2018","7","IMT","48"
"2018","7","IND","44721"
"2018","7","INL","540"
"2018","7","ISN","-11"
"2018","7","ISP","10592"
"2018","7","ITH","420"
"2018","7","ITO","-1817"
"2018","7","JAC","4194"
"2018","7","JAN","8006"
"2018","7","JAX","43215"
"2018","7","JFK","221110"
"2018","7","JLN","1543"
"2018","7","JMS","3033"
"2018","7","JNU","-3084"
"2018","7","KOA","-3959"
"2018","7","KTN","-302"
"2018","7","LAN","735"
"2018","7","LAR","152"
"2018","7","LAS","225752"
"2018","7","LAW","967"
"2018","7","LAX","194348"
"2018","7","LBB","4591"
"2018","7","LBE","463"
"2018","7","LBF","-186"
"2018","7","LBL","-16"
"2018","7","LCH","905"
"2018","7","LCK","4788"
"2018","7","LEX","12112"
"2018","7","LFT","4259"
"2018","7","LGA","250218"
"2018","7","LGB","8358"
"2018","7","LIH","71"
"2018","7","LIT","11139"
"2018","7","LNK","802"
"2018","7","LRD","1953"
"2018","7","LSE","1219"
"2018","7","LWB","1401"
"2018","7","LWS","-136"
"2018","7","LYH","1517"
"2018","7","MAF","7271"
"2018","7","MBS","1695"
"2018","7","MCI","40033"
"2018","7","MCO","305782"
"2018","7","MDT","5974"
"2018","7","MDW","154727"
"2018","7","MEI","899"
"2018","7","MEM","26597"
"2018","7","MFE","5757"
"2018","7","MFR","5036"
"2018","7","MGM","3842"
"2018","7","MHK","1659"
"2018","7","MHT","8832"
"2018","7","MIA","189919"
"2018","7","MKE","33600"
"2018","7","MKG","-138"
"2018","7","MLB","1261"
"2018","7","MLI","2415"
"2018","7","MLU","3818"
"2018","7","MOB","6867"
"2018","7","MOT","1790"
"2018","7","MQT","2775"
"2018","7","MRY","3945"
"2018","7","MSN","8155"
"2018","7","MSO","3406"
"2018","7","MSP","138252"
"2018","7","MSY","65756"
"2018","7","MTJ","676"
"2018","7","MVY","3402"
"2018","7","MYR","19184"
"2018","7","OAJ","3302"
"2018","7","OAK","48494"
"2018","7","OGD","460"
"2018","7","OGG","5685"
"2018","7","OGS","158"
"2018","7","OKC","19647"
"2018","7","OMA","16995"
"2018","7","OME","-442"
"2018","7","ONT","19200"
"2018","7","ORD","430150"
"2018","7","ORF","30588"
"2018","7","ORH","1964"
"2018","7","OTH","305"
"2018","7","OTZ","-510"
"2018","7","OWB","-14"
"2018","7","PAH","31"
"2018","7","PBG","1293"
"2018","7","PBI","38267"
"2018","7","PDX","35749"
"2018","7","PGD","12650"
"2018","7","PGV","2496"
"2018","7","PHF","5688"
"2018","7","PHL","201651"
"2018","7","PHX","194047"
"2018","7","PIA","3432"
"2018","7","PIB","136"
"2018","7","PIE","10884"
"2018","7","PIH","-555"
"2018","7","PIT","47942"
"2018","7","PLN","273"
"2018","7","PNS","9545"
"2018","7","PPG","30"
"2018","7","PSC","1093"
"2018","7","PSE","1366"
"2018","7","PSG","-612"
"2018","7","PSM","1102"
"2018","7","PSP","4152"
"2018","7","PUB","565"
"2018","7","PVD","24562"
"2018","7","PVU","113"
"2018","7","PWM","23211"
"2018","7","RAP","3531"
"2018","7","RDD","489"
"2018","7","RDM","1192"
"2018","7","RDU","99071"
"2018","7","RFD","1080"
"2018","7","RHI","207"
"2018","7","RIC","33275"
"2018","7","RKS","528"
"2018","7","RNO","20243"
"2018","7","ROA","2638"
"2018","7","ROC","10432"
"2018","7","ROW","1140"
"2018","7","RST","5369"
"2018","7","RSW","33258"
"2018","7","SAF","2220"
"2018","7","SAN","83113"
"2018","7","SAT","36970"
"2018","7","SAV","26011"
"2018","7","SBA","3167"
"2018","7","SBN","8376"
"2018","7","SBP","1537"
"2018","7","SCC","-1221"
"2018","7","SCE","972"
"2018","7","SCK","1544"
"2018","7","SDF","27558"
"2018","7","SEA","90526"
"2018","7","SFB","15025"
"2018","7","SFO","157405"
"2018","7","SGF","12729"
"2018","7","SGU","1052"
"2018","7","SHD","1420"
"2018","7","SHV","7656"
"2018","7","SIT","-698"
"2018","7","SJC","40016"
"2018","7","SJT","791"
"2018","7","SJU","51091"
"2018","7","SLC","74473"
"2018","7","SLN","2250"
"2018","7","SMF","30950"
"2018","7","SMX","190"
"2018","7","SNA","25537"
"2018","7","SPI","241"
"2018","7","SPN","161"
"2018","7","SPS","268"
"2018","7","SRQ","7016"
"2018","7","STC","278"
"2018","7","STL","80008"
"2018","7","STS","2021"
"2018","7","STT","4971"
"2018","7","STX","1726"
"2018","7","SUN","3375"
"2018","7","SUX","820"
"2018","7","SWF","5499"
"2018","7","SWO","29"
"2018","7","SYR","14036"
"2018","7","TLH","5224"
"2018","7","TOL","1755"
"2018","7","TPA","111778"
"2018","7","TRI","2662"
"2018","7","TTN","7052"
"2018","7","TUL","13890"
"2018","7","TUS","8760"
"2018","7","TVC","8418"
"2018","7","TWF","-205"
"2018","7","TXK","900"
"2018","7","TYR","841"
"2018","7","TYS","22067"
"2018","7","UIN","1442"
"2018","7","USA","3087"
"2018","7","VEL","-29"
"2018","7","VLD","235"
"2018","7","VPS","8313"
"2018","7","WRG","-652"
"2018","7","WYS","103"
"2018","7","XNA","16758"
"2018","7","YAK","-289"
"2018","7","YUM","-188"
"2018","8","ABE","4970"
"2018","8","ABI","787"
"2018","8","ABQ","22581"
"2018","8","ABR","10"
"2018","8","ABY","1997"
"2018","8","ACK","7086"
"2018","8","ACT","648"
"2018","8","ACV","1455"
"2018","8","ACY","5691"
"2018","8","ADK","237"
"2018","8","ADQ","371"
"2018","8","AEX","2095"
"2018","8","AGS","4551"
"2018","8","AKN","96"
"2018","8","ALB","10968"
"2018","8","ALO","274"
"2018","8","AMA","3640"
"2018","8","ANC","9134"
"2018","8","APN","355"
"2018","8","ASE","5267"
"2018","8","ATL","402358"
"2018","8","ATW","4142"
"2018","8","AUS","54178"
"2018","8","AVL","12556"
"2018","8","AVP","1626"
"2018","8","AZA","3486"
"2018","8","AZO","1021"
"2018","8","BDL","29283"
"2018","8","BET","-166"
"2018","8","BFF","-206"
"2018","8","BFL","1773"
"2018","8","BGM","610"
"2018","8","BGR","9052"
"2018","8","BHM","17296"
"2018","8","BIL","2248"
"2018","8","BIS","1289"
"2018","8","BJI","71"
"2018","8","BKG","291"
"2018","8","BLI","-117"
"2018","8","BLV","1185"
"2018","8","BMI","1798"
"2018","8","BNA","87174"
"2018","8","BOI","18733"
"2018","8","BOS","246830"
"2018","8","BPT","159"
"2018","8","BQK","-219"
"2018","8","BQN","4138"
"2018","8","BRD","-86"
"2018","8","BRO","1419"
"2018","8","BRW","-252"
"2018","8","BTM","-236"
"2018","8","BTR","6119"
"2018","8","BTV","15830"
"2018","8","BUF","31267"
"2018","8","BUR","25330"
"2018","8","BWI","134069"
"2018","8","BZN","7661"
"2018","8","CAE","8182"
"2018","8","CAK","10996"
"2018","8","CDC","-58"
"2018","8","CDV","-55"
"2018","8","CGI","1641"
"2018","8","CHA","13867"
"2018","8","CHO","7965"
"2018","8","CHS","24291"
"2018","8","CID","9780"
"2018","8","CIU","-20"
"2018","8","CKB","1883"
"2018","8","CLE","51176"
"2018","8","CLL","6611"
"2018","8","CLT","320762"
"2018","8","CMH","56150"
"2018","8","CMI","2011"
"2018","8","CMX","1198"
"2018","8","CNY","508"
"2018","8","COD","261"
"2018","8","COS","25149"
"2018","8","COU","2039"
"2018","8","CPR","115"
"2018","8","CRP","3133"
"2018","8","CRW","5767"
"2018","8","CSG","1300"
"2018","8","CVG","61149"
"2018","8","CWA","2226"
"2018","8","DAB","3897"
"2018","8","DAL","84846"
"2018","8","DAY","13078"
"2018","8","DBQ","1116"
"2018","8","DCA","164748"
"2018","8","DEN","315860"
"2018","8","DFW","384579"
"2018","8","DHN","857"
"2018","8","DLG","75"
"2018","8","DLH","3562"
"2018","8","DRO","4192"
"2018","8","DSM","13841"
"2018","8","DTW","155369"
"2018","8","DVL","1707"
"2018","8","EAU","-139"
"2018","8","ECP","2952"
"2018","8","EGE","72"
"2018","8","EKO","-372"
"2018","8","ELM","136"
"2018","8","ELP","13483"
"2018","8","ERI","1271"
"2018","8","ESC","91"
"2018","8","EUG","6984"
"2018","8","EVV","6495"
"2018","8","EWN","1633"
"2018","8","EWR","310484"
"2018","8","EYW","465"
"2018","8","FAI","1262"
"2018","8","FAR","3193"
"2018","8","FAT","10794"
"2018","8","FAY","3300"
"2018","8","FCA","4260"
"2018","8","FLG","1879"
"2018","8","FLL","136264"
"2018","8","FNT","3969"
"2018","8","FSD","4978"
"2018","8","FSM","1069"
"2018","8","FWA","6970"
"2018","8","GCC","129"
"2018","8","GCK","384"
"2018","8","GEG","9024"
"2018","8","GFK","124"
"2018","8","GGG","845"
"2018","8","GJT","971"
"2018","8","GNV","4443"
"2018","8","GPT","5945"
"2018","8","GRB","4842"
"2018","8","GRI","250"
"2018","8","GRK","2732"
"2018","8","GRR","20085"
"2018","8","GSO","15421"
"2018","8","GSP","15086"
"2018","8","GST","86"
"2018","8","GTF","2028"
"2018","8","GTR","305"
"2018","8","GUC","202"
"2018","8","GUM","985"
"2018","8","HDN","-144"
"2018","8","HGR","236"
"2018","8","HHH","95"
"2018","8","HIB","132"
"2018","8","HLN","457"
"2018","8","HNL","9277"
"2018","8","HOB","163"
"2018","8","HOU","55079"
"2018","8","HPN","16040"
"2018","8","HRL","1597"
"2018","8","HSV","6198"
"2018","8","HTS","1675"
"2018","8","HVN","1926"
"2018","8","HYA","798"
"2018","8","HYS","839"
"2018","8","IAD","104613"
"2018","8","IAG","991"
"2018","8","IAH","164560"
"2018","8","ICT","6660"
"2018","8","IDA","1429"
"2018","8","ILM","6833"
"2018","8","IMT","284"
"2018","8","IND","43766"
"2018","8","INL","-202"
"2018","8","ISN","-133"
"2018","8","ISP","6667"
"2018","8","ITH","-91"
"2018","8","ITO","-2130"
"2018","8","JAC","6066"
"2018","8","JAN","4474"
"2018","8","JAX","42080"
"2018","8","JFK","236252"
"2018","8","JLN","1254"
"2018","8","JMS","638"
"2018","8","JNU","-1712"
"2018","8","KOA","-885"
"2018","8","KTN","1297"
"2018","8","LAN","2843"
"2018","8","LAR","833"
"2018","8","LAS","192150"
"2018","8","LAW","2255"
"2018","8","LAX","201558"
"2018","8","LBB","2539"
"2018","8","LBE","1256"
"2018","8","LBF","-219"
"2018","8","LBL","-58"
"2018","8","LCH","738"
"2018","8","LCK","1366"
"2018","8","LEX","10381"
"2018","8","LFT","1066"
"2018","8","LGA","297244"
"2018","8","LGB","17145"
"2018","8","LIH","23"
"2018","8","LIT","7564"
"2018","8","LNK","941"
"2018","8","LRD","166"
"2018","8","LSE","2361"
"2018","8","LWB","3069"
"2018","8","LWS","-160"
"2018","8","LYH","2163"
"2018","8","MAF","5454"
"2018","8","MBS","2823"
"2018","8","MCI","34341"
"2018","8","MCO","212929"
"2018","8","MDT","9661"
"2018","8","MDW","135838"
"2018","8","MEI","1356"
"2018","8","MEM","17488"
"2018","8","MFE","4872"
"2018","8","MFR","9770"
"2018","8","MGM","2970"
"2018","8","MHK","1609"
"2018","8","MHT","7185"
"2018","8","MIA","111933"
"2018","8","MKE","33606"
"2018","8","MKG","1470"
"2018","8","MLB","1335"
"2018","8","MLI","3172"
"2018","8","MLU","1463"
"2018","8","MOB","4439"
"2018","8","MOT","1779"
"2018","8","MQT","1593"
"2018","8","MRY","5163"
"2018","8","MSN","21037"
"2018","8","MSO","6494"
"2018","8","MSP","133033"
"2018","8","MSY","58736"
"2018","8","MTJ","1578"
"2018","8","MVY","4839"
"2018","8","MYR","18378"
"2018","8","OAJ","4699"
"2018","8","OAK","47310"
"2018","8","OGD","287"
"2018","8","OGG","9340"
"2018","8","OGS","5"
"2018","8","OKC","18883"
"2018","8","OMA","17408"
"2018","8","OME","-16"
"2018","8","ONT","18371"
"2018","8","ORD","569933"
"2018","8","ORF","42387"
"2018","8","ORH","2590"
"2018","8","OTH","2430"
"2018","8","OTZ","-240"
"2018","8","OWB","253"
"2018","8","PAH","583"
"2018","8","PBG","341"
"2018","8","PBI","28443"
"2018","8","PDX","54957"
"2018","8","PGD","4003"
"2018","8","PGV","1925"
"2018","8","PHF","4399"
"2018","8","PHL","175568"
"2018","8","PHX","182907"
"2018","8","PIA","4420"
"2018","8","PIB","-399"
"2018","8","PIE","4648"
"2018","8","PIH","-611"
"2018","8","PIT","48906"
"2018","8","PLN","523"
"2018","8","PNS","7057"
"2018","8","PPG","620"
"2018","8","PRC","14"
"2018","8","PSC","2142"
"2018","8","PSE","2093"
"2018","8","PSG","-13"
"2018","8","PSM","252"
"2018","8","PSP","5703"
"2018","8","PUB","75"
"2018","8","PVD","17810"
"2018","8","PVU","1315"
"2018","8","PWM","19347"
"2018","8","RAP","5249"
"2018","8","RDD","1584"
"2018","8","RDM","6907"
"2018","8","RDU","103559"
"2018","8","RFD","913"
"2018","8","RHI","555"
"2018","8","RIC","27186"
"2018","8","RKS","220"
"2018","8","RNO","21136"
"2018","8","ROA","4401"
"2018","8","ROC","17264"
"2018","8","ROW","945"
"2018","8","RST","3076"
"2018","8","RSW","23673"
"2018","8","SAF","1971"
"2018","8","SAN","83192"
"2018","8","SAT","30611"
"2018","8","SAV","17721"
"2018","8","SBA","7764"
"2018","8","SBN","10609"
"2018","8","SBP","4928"
"2018","8","SCC","31"
"2018","8","SCE","921"
"2018","8","SCK","2173"
"2018","8","SDF","23660"
"2018","8","SEA","201023"
"2018","8","SFB","4026"
"2018","8","SFO","303380"
"2018","8","SGF","8358"
"2018","8","SGU","-415"
"2018","8","SHD","528"
"2018","8","SHV","3626"
"2018","8","SIT","-746"
"2018","8","SJC","43605"
