"year","amount_of_events","airportcode"
"2020","620","HSA"
"2020","620","GBG"
"2020","620","CHS"
"2020","619","ABY"
"2020","617","ISW"
"2020","616","ISP"
"2020","616","FLL"
"2020","616","IFA"
"2020","616","STE"
"2020","616","FBL"
"2020","615","1R7"
"2020","615","ORF"
"2020","615","NGU"
"2020","614","JLN"
"2020","614","EBS"
"2020","614","ASX"
"2020","614","DVP"
"2020","613","AEL"
"2020","613","BDL"
"2020","612","SRE"
"2020","612","RFD"
"2020","612","SNL"
"2020","612","LVM"
"2020","612","FFX"
"2020","612","TZR"
"2020","612","FLD"
"2020","612","RAC"
"2020","612","PDC"
"2020","611","DTS"
"2020","611","PGD"
"2020","611","RBG"
"2020","610","LWM"
"2020","610","RPJ"
"2020","610","STS"
"2020","609","LCH"
"2020","609","ALI"
"2020","609","7R5"
"2020","609","MWA"
"2020","609","LPC"
"2020","608","PCW"
"2020","608","ARR"
"2020","608","TDZ"
"2020","608","DUC"
"2020","607","CGF"
"2020","607","LFK"
"2020","606","DPA"
"2020","606","PIT"
"2020","606","MHV"
"2020","606","IIY"
"2020","606","27A"
"2020","606","FKA"
"2020","606","CIN"
"2020","606","FXY"
"2020","605","TOP"
"2020","605","IAG"
"2020","604","LFT"
"2020","602","EVM"
"2020","602","DYL"
"2020","602","HGR"
"2020","600","CMI"
"2020","600","HCO"
"2020","600","OTM"
"2020","600","5H4"
"2020","599","RDU"
"2020","599","T35"
"2020","599","BIV"
"2020","598","MAE"
"2020","598","HCD"
"2020","597","PKD"
"2020","597","14Y"
"2020","597","MNZ"
"2020","597","DAB"
"2020","597","OCH"
"2020","597","ECP"
"2020","597","LSE"
"2020","596","RVS"
"2020","595","BAZ"
"2020","595","5SM"
"2020","595","GRB"
"2020","595","ANQ"
"2020","595","MMU"
"2020","595","PQN"
"2020","594","MAI"
"2020","594","GFA"
"2020","594","SGJ"
"2020","593","MFV"
"2020","592","HWO"
"2020","591","OSH"
"2020","590","MIW"
"2020","589","AUM"
"2020","588","ONA"
"2020","588","BRL"
"2020","588","MKE"
"2020","588","VYS"
"2020","587","EBG"
"2020","587","MNM"
"2020","587","LWD"
"2020","586","UNV"
"2020","586","VCT"
"2020","585","BKE"
"2020","585","LGA"
"2020","585","TBR"
"2020","584","MUO"
"2020","584","CMY"
"2020","584","MCJ"
"2020","584","AYS"
"2020","584","ROS"
"2020","584","HOU"
"2020","583","MRY"
"2020","583","CSQ"
"2020","583","END"
"2020","582","PSX"
"2020","582","POU"
"2020","581","MLE"
"2020","581","VVV"
"2020","580","BVX"
"2020","580","SLB"
"2020","580","MLB"
"2020","579","MQI"
"2020","579","LXT"
"2020","579","DNN"
"2020","579","CFV"
"2020","579","ULM"
"2020","579","RBD"
"2020","578","MFI"
"2020","578","VSH"
"2020","578","NEW"
"2020","577","SAZ"
"2020","577","FEP"
"2020","576","F46"
"2020","576","CCY"
"2020","576","SYN"
"2020","576","NKT"
"2020","575","BMI"
"2020","574","SAV"
"2020","574","HIF"
"2020","574","FRG"
"2020","574","CUH"
"2020","574","BNL"
"2020","573","LBR"
"2020","573","PRX"
"2020","573","IOW"
"2020","573","FSW"
"2020","572","ORD"
"2020","572","LVN"
"2020","572","4BM"
"2020","571","0F2"
"2020","570","20V"
"2020","570","CUT"
"2020","570","SFY"
"2020","569","LHB"
"2020","568","HYX"
"2020","568","IXD"
"2020","568","GDP"
"2020","567","DLF"
"2020","567","BFI"
"2020","566","NRB"
"2020","565","DEC"
"2020","565","SOP"
"2020","565","UCY"
"2020","564","RCR"
"2020","564","SMX"
"2020","564","MCW"
"2020","564","DEH"
"2020","563","GLY"
"2020","563","DDC"
"2020","562","TVL"
"2020","562","EWR"
"2020","562","MLI"
"2020","561","DMO"
"2020","560","OFF"
"2020","560","GGG"
"2020","559","CGC"
"2020","559","CNU"
"2020","559","JES"
"2020","559","GRI"
"2020","558","GDB"
"2020","557","UDG"
"2020","556","ORL"
"2020","555","CFD"
"2020","555","ADU"
"2020","555","BMT"
"2020","554","S14"
"2020","554","RXE"
"2020","554","SSI"
"2020","554","MYR"
"2020","554","JFK"
"2020","554","FOD"
"2020","554","JBR"
"2020","554","ADG"
"2020","553","PNA"
"2020","553","FNB"
"2020","553","JWY"
"2020","551","WWD"
"2020","551","FFM"
"2020","551","DTO"
"2020","550","7R3"
"2020","550","DSM"
"2020","550","MZH"
"2020","550","VLL"
"2020","550","TEB"
"2020","550","PTN"
"2020","549","INJ"
"2020","549","GYL"
"2020","549","GAO"
"2020","549","NIP"
"2020","549","FCM"
"2020","549","HUM"
"2020","549","GIF"
"2020","548","IAH"
"2020","548","MTH"
"2020","548","AMW"
"2020","547","MSP"
"2020","547","PEX"
"2020","547","CTD"
"2020","546","MTR"
"2020","546","TRL"
"2020","546","LGD"
"2020","545","OCF"
"2020","545","RYV"
"2020","545","TIK"
"2020","545","PMV"
"2020","545","JAX"
"2020","545","LUD"
"2020","544","PTS"
"2020","544","1J0"
"2020","544","DET"
"2020","544","FSK"
"2020","543","04W"
"2020","543","HZE"
"2020","543","9L2"
"2020","543","VRB"
"2020","542","06D"
"2020","542","FNL"
"2020","542","RBW"
"2020","542","VTI"
"2020","541","SPW"
"2020","540","SWO"
"2020","540","RWL"
"2020","540","BBB"
"2020","539","SUU"
"2020","538","DUB"
"2020","537","ACT"
"2020","537","DNS"
"2020","537","HJH"
"2020","535","AHQ"
"2020","535","BOS"
"2020","534","SBO"
"2020","534","NPA"
"2020","533","PBI"
"2020","532","MLJ"
"2020","531","ISO"
"2020","531","BTA"
"2020","531","GGI"
"2020","531","ABR"
"2020","530","PEA"
"2020","530","COU"
"2020","530","OXV"
"2020","530","SHL"
"2020","530","D39"
"2020","530","UKL"
"2020","530","EMP"
"2020","529","OFK"
"2020","529","PWK"
"2020","529","CLL"
"2020","528","CBF"
"2020","527","CPT"
"2020","526","FET"
"2020","526","TKI"
"2020","526","AAT"
"2020","526","STP"
"2020","525","IDI"
"2020","524","FOE"
"2020","524","SRQ"
"2020","524","VNC"
"2020","524","20U"
"2020","523","LBE"
"2020","523","MHT"
"2020","522","MWM"
"2020","521","RUG"
"2020","521","MDW"
"2020","521","BIE"
"2020","521","D55"
"2020","521","9D7"
"2020","520","NSI"
"2020","519","IZA"
"2020","519","ATT"
"2020","518","HNR"
"2020","518","PWA"
"2020","518","CAG"
"2020","517","LRJ"
"2020","517","ASE"
"2020","517","CFE"
"2020","515","OVL"
"2020","515","PTT"
"2020","515","ATY"
"2020","512","ADC"
"2020","512","EYW"
"2020","512","CMA"
"2020","512","GOP"
"2020","512","MRC"
"2020","511","BDH"
"2020","511","2D5"
"2020","511","TEX"
"2020","511","TRK"
"2020","511","WVI"
"2020","510","RDK"
"2020","510","JQF"
"2020","510","APC"
"2020","510","GHW"
"2020","509","MUL"
"2020","509","GEG"
"2020","509","DVL"
"2020","509","GDJ"
"2020","509","MGR"
"2020","508","BOW"
"2020","508","TVF"
"2020","506","MUT"
"2020","505","SDA"
"2020","505","PKV"
"2020","503","5R8"
"2020","501","GTR"
"2020","500","NSE"
"2020","500","UKI"
"2020","500","BDE"
"2020","500","RCE"
"2020","500","Y50"
"2020","500","TMH"
"2020","500","CPR"
"2020","500","TUL"
"2020","500","NDZ"
"2020","500","PAT"
"2020","499","DUA"
"2020","499","BNO"
"2020","499","PVC"
"2020","498","2J9"
"2020","497","FTW"
"2020","497","VER"
"2020","497","T20"
"2020","497","FWD"
"2020","497","RYY"
"2020","497","THA"
"2020","497","CKP"
"2020","496","XBP"
"2020","496","MML"
"2020","496","JWG"
"2020","495","GLE"
"2020","494","EST"
"2020","494","SUX"
"2020","494","LCG"
"2020","493","MWL"
"2020","493","SLI"
"2020","492","ODX"
"2020","492","MYV"
"2020","492","MKT"
"2020","492","CRQ"
"2020","492","RNV"
"2020","491","STC"
"2020","491","MCI"
"2020","491","FCS"
"2020","491","MCO"
"2020","490","NQX"
"2020","489","AAF"
"2020","489","FCI"
"2020","488","AFF"
"2020","488","HUT"
"2020","488","PRO"
"2020","488","PUM"
"2020","488","LAR"
"2020","487","IDA"
"2020","486","MYF"
"2020","486","BNW"
"2020","485","LKV"
"2020","485","MFR"
"2020","484","NBC"
"2020","484","JYL"
"2020","484","SFB"
"2020","483","SPG"
"2020","483","OTG"
"2020","482","PDT"
"2020","481","AUS"
"2020","480","IMM"
"2020","480","RSW"
"2020","479","LNK"
"2020","479","ADM"
"2020","478","CWI"
"2020","478","CKN"
"2020","478","FAR"
"2020","478","SUA"
"2020","477","FRM"
"2020","477","CVB"
"2020","477","ERV"
"2020","476","1F0"
"2020","476","MHK"
"2020","475","UXL"
"2020","475","LXN"
"2020","475","FDK"
"2020","475","YKN"
"2020","474","TQE"
"2020","474","GKY"
"2020","473","SDB"
"2020","472","SUE"
"2020","472","HSI"
"2020","472","JKJ"
"2020","472","GTF"
"2020","470","MOD"
"2020","469","SHR"
"2020","469","PIN"
"2020","469","CVH"
"2020","467","AFW"
"2020","467","ACQ"
"2020","467","EUL"
"2020","467","TVI"
"2020","467","SFF"
"2020","467","T82"
"2020","465","AIO"
"2020","465","FSD"
"2020","465","CYS"
"2020","465","RAP"
"2020","465","LJF"
"2020","465","FEW"
"2020","464","MCK"
"2020","464","FMY"
"2020","462","IBM"
"2020","462","BYI"
"2020","462","77M"
"2020","462","VVG"
"2020","462","LEE"
"2020","461","AUH"
"2020","461","OMK"
"2020","461","NQI"
"2020","461","0J4"
"2020","460","DAL"
"2020","459","MTN"
"2020","459","EAT"
"2020","459","HON"
"2020","459","OMA"
"2020","459","EVW"
"2020","458","ONL"
"2020","458","BVN"
"2020","458","VWU"
"2020","457","VDI"
"2020","457","OKC"
"2020","457","DFW"
"2020","456","CNK"
"2020","456","TMA"
"2020","455","GPH"
"2020","454","BDN"
"2020","454","LWS"
"2020","454","BTM"
"2020","453","MWC"
"2020","453","ONO"
"2020","453","HHR"
"2020","453","EEO"
"2020","452","Y63"
"2020","452","GOK"
"2020","452","CKF"
"2020","451","MIC"
"2020","450","TPL"
"2020","450","BEA"
"2020","449","LMT"
"2020","446","CTB"
"2020","446","DWX"
"2020","446","WLD"
"2020","445","HBR"
"2020","444","WDG"
"2020","442","ETH"
"2020","442","OVE"
"2020","442","OLU"
"2020","442","HDN"
"2020","442","NGP"
"2020","439","VTN"
"2020","439","BMQ"
"2020","439","RJD"
"2020","439","ESN"
"2020","437","IDV"
"2020","437","BGF"
"2020","437","BYG"
"2020","437","BBG"
"2020","437","RRT"
"2020","436","PIE"
"2020","436","GFK"
"2020","436","DIK"
"2020","436","MQJ"
"2020","435","PEZ"
"2020","435","GYH"
"2020","434","RWF"
"2020","433","JVL"
"2020","432","CNB"
"2020","432","ANW"
"2020","431","ELN"
"2020","431","ECU"
"2020","431","SMP"
"2020","430","LYV"
"2020","430","JMS"
"2020","429","DZB"
"2020","429","MVE"
"2020","428","SAA"
"2020","428","SKL"
"2020","428","BZN"
"2020","427","BBW"
"2020","426","OJC"
"2020","426","VQQ"
"2020","426","RAS"
"2020","426","RPH"
"2020","426","PTV"
"2020","425","AXN"
"2020","425","HRL"
"2020","425","96D"
"2020","423","AAO"
"2020","423","ICT"
"2020","422","SNS"
"2020","420","LWT"
"2020","420","3HT"
"2020","419","SBD"
"2020","419","TPA"
"2020","418","SPS"
"2020","418","AQP"
"2020","418","SLN"
"2020","417","ASH"
"2020","417","BIL"
"2020","416","CRP"
"2020","415","ICR"
"2020","415","ALN"
"2020","414","SCK"
"2020","414","TKC"
"2020","413","M46"
"2020","413","MLS"
"2020","413","TIF"
"2020","412","AXX"
"2020","412","HDE"
"2020","411","MKY"
"2020","411","GTU"
"2020","411","GYY"
"2020","410","CWC"
"2020","409","BHK"
"2020","409","FLY"
"2020","409","8A0"
"2020","407","PPA"
"2020","406","WWR"
"2020","406","BFU"
"2020","406","GCC"
"2020","406","EWK"
"2020","406","BFL"
"2020","406","DHS"
"2020","405","9V9"
"2020","404","ALW"
"2020","404","MKC"
"2020","404","BOI"
"2020","404","NKA"
"2020","403","SSF"
"2020","403","EHA"
"2020","403","MHE"
"2020","400","ITR"
"2020","400","SMN"
"2020","400","LGB"
"2020","400","LLJ"
"2020","399","LCQ"
"2020","398","UES"
"2020","398","OGA"
"2020","398","MLF"
"2020","397","CKM"
"2020","395","FUL"
"2020","395","EMT"
"2020","394","BPI"
"2020","394","RDD"
"2020","393","UKT"
"2020","393","EAR"
"2020","392","ROX"
"2020","392","87Q"
"2020","392","DHT"
"2020","392","SBP"
"2020","391","VCB"
"2020","391","OJA"
"2020","391","CSM"
"2020","391","CLK"
"2020","390","FMH"
"2020","389","BPG"
"2020","387","PSO"
"2020","387","GUC"
"2020","387","CPW"
"2020","387","E33"
"2020","386","LMO"
"2020","385","NKX"
"2020","384","MMH"
"2020","384","MNH"
"2020","383","PPF"
"2020","382","GGW"
"2020","382","GBD"
"2020","382","LCK"
"2020","381","CVS"
"2020","381","PRZ"
"2020","381","08D"
"2020","381","D60"
"2020","380","CWA"
"2020","379","AWN"
"2020","379","NFW"
"2020","379","PIR"
"2020","378","82V"
"2020","377","PIH"
"2020","377","PHP"
"2020","377","TNU"
"2020","376","CQC"
"2020","376","GLD"
"2020","376","ATW"
"2020","376","HLC"
"2020","376","4CR"
"2020","375","BKN"
"2020","375","GUN"
"2020","375","HXD"
"2020","375","LZZ"
"2020","375","PNC"
"2020","374","RTS"
"2020","374","HDO"
"2020","373","SAT"
"2020","372","SBA"
"2020","372","SPF"
"2020","372","AKO"
"2020","372","MBG"
"2020","371","MFE"
"2020","371","HVR"
"2020","370","PIL"
"2020","370","GYI"
"2020","370","ANE"
"2020","368","OEO"
"2020","367","AXA"
"2020","367","BBD"
"2020","367","SAC"
"2020","367","AVK"
"2020","367","GAG"
"2020","366","DUX"
"2020","366","TWF"
"2020","365","AQR"
"2020","365","MDD"
"2020","365","CAO"
"2020","365","MAF"
"2020","363","SRR"
"2020","363","LBF"
"2020","363","GUY"
"2020","362","HHF"
"2020","362","HYI"
"2020","362","FDR"
"2020","362","APF"
"2020","361","LAX"
"2020","361","FMM"
"2020","361","MOX"
"2020","360","HRX"
"2020","360","BIS"
"2020","360","ECS"
"2020","359","SNA"
"2020","359","UVA"
"2020","358","RSL"
"2020","355","U42"
"2020","355","SLC"
"2020","355","DPG"
"2020","354","NLC"
"2020","354","SJT"
"2020","353","LIC"
"2020","352","DQH"
"2020","352","IKA"
"2020","351","TOR"
"2020","351","BRX"
"2020","349","SIY"
"2020","348","OLF"
"2020","348","AUN"
"2020","346","W43"
"2020","346","LOL"
"2020","346","MOT"
"2020","345","SGS"
"2020","343","DEN"
"2020","343","JER"
"2020","342","CRV"
"2020","342","ABI"
"2020","342","BDU"
"2020","341","SNY"
"2020","341","ISM"
"2020","340","ABH"
"2020","340","COS"
"2020","339","BUU"
"2020","339","GXY"
"2020","338","APY"
"2020","338","SNK"
"2020","338","CDS"
"2020","337","OGD"
"2020","336","7L2"
"2020","335","LXL"
"2020","335","LAM"
"2020","334","ONT"
"2020","333","BUO"
"2020","333","RIV"
"2020","332","M25"
"2020","332","JCT"
"2020","332","IKK"
"2020","332","GDV"
"2020","332","STK"
"2020","331","SIB"
"2020","331","DRC"
"2020","331","DGW"
"2020","331","CHK"
"2020","331","OUN"
"2020","330","GCK"
"2020","330","PUB"
"2020","329","BRO"
"2020","329","FFL"
"2020","328","CGE"
"2020","328","EPH"
"2020","327","ADS"
"2020","327","AMA"
"2020","326","BPC"
"2020","326","BGD"
"2020","326","NRS"
"2020","324","BPP"
"2020","324","HEI"
"2020","324","Y22"
"2020","322","PWG"
"2020","321","T43"
"2020","320","FAT"
"2020","320","CDR"
"2020","320","EGE"
"2020","319","BFF"
"2020","319","AIA"
"2020","316","SOW"
"2020","315","HRI"
"2020","314","RIL"
"2020","314","OXR"
"2020","313","DLS"
"2020","313","DLN"
"2020","311","P67"
"2020","311","GWR"
"2020","310","SKX"
"2020","310","CWF"
"2020","310","HLN"
"2020","310","BVS"
"2020","306","OZA"
"2020","306","AEJ"
"2020","305","RTN"
"2020","305","HMN"
"2020","304","CAV"
"2020","303","OLV"
"2020","303","RBO"
"2020","301","SDY"
"2020","301","NZY"
"2020","301","CWN"
"2020","299","LBL"
"2020","298","Y19"
"2020","298","D57"
"2020","297","DXX"
"2020","297","SAN"
"2020","295","CHJ"
"2020","295","PRB"
"2020","295","COD"
"2020","294","PVW"
"2020","294","IEN"
"2020","293","4MR"
"2020","293","VEL"
"2020","292","AJO"
"2020","292","COT"
"2020","292","OAK"
"2020","291","4M9"
"2020","291","SOA"
"2020","291","WMC"
"2020","291","MKN"
"2020","291","B23"
"2020","291","CVN"
"2020","289","ODO"
"2020","289","FLG"
"2020","289","BVR"
"2020","289","CMR"
"2020","289","LND"
"2020","287","DRT"
"2020","287","TIX"
"2020","286","RBL"
"2020","286","MAN"
"2020","285","9BB"
"2020","285","EKO"
"2020","285","AWH"
"2020","285","4O4"
"2020","284","E11"
"2020","284","LBB"
"2020","284","ILE"
"2020","283","CMS"
"2020","283","ALS"
"2020","283","RKS"
"2020","282","LUF"
"2020","282","GEU"
"2020","281","HYS"
"2020","280","SMF"
"2020","280","EIK"
"2020","279","OLZ"
"2020","278","3A6"
"2020","278","VNY"
"2020","277","O22"
"2020","277","RDM"
"2020","275","40J"
"2020","273","APA"
"2020","273","TQH"
"2020","273","RCM"
"2020","272","PSC"
"2020","272","NQA"
"2020","272","0E0"
"2020","271","BKF"
"2020","271","MWH"
"2020","271","TAD"
"2020","269","RIW"
"2020","267","GEY"
"2020","266","DRO"
"2020","265","MTJ"
"2020","265","SEE"
"2020","264","BCE"
"2020","263","HMS"
"2020","263","1YT"
"2020","263","YKM"
"2020","262","ATS"
"2020","262","LVS"
"2020","262","ROW"
"2020","261","FST"
"2020","257","LRD"
"2020","257","BIH"
"2020","256","BUR"
"2020","255","RQE"
"2020","254","SWF"
"2020","254","EPZ"
"2020","254","5T6"
"2020","254","GOO"
"2020","251","ALK"
"2020","251","FHU"
"2020","251","04V"
"2020","250","HEQ"
"2020","250","TOB"
"2020","250","IML"
"2020","248","AXO"
"2020","246","LHX"
"2020","245","ELY"
"2020","244","HWD"
"2020","244","BJC"
"2020","244","T62"
"2020","244","PVU"
"2020","243","LAA"
"2020","243","SMO"
"2020","238","CDC"
"2020","237","L35"
"2020","237","AJZ"
"2020","237","LSV"
"2020","232","4SL"
"2020","232","SAF"
"2020","231","PCM"
"2020","231","LAL"
"2020","230","TCC"
"2020","226","LVK"
"2020","223","GXA"
"2020","222","SUN"
"2020","222","CEZ"
"2020","222","RAL"
"2020","222","CCR"
"2020","222","GJT"
"2020","220","EFD"
"2020","220","GNT"
"2020","220","GUP"
"2020","218","GCN"
"2020","218","AQO"
"2020","217","GNC"
"2020","213","WRL"
"2020","213","JPD"
"2020","213","TBX"
"2020","211","MJQ"
"2020","210","TUS"
"2020","210","DMA"
"2020","207","BAN"
"2020","207","CXP"
"2020","206","PUC"
"2020","205","U28"
"2020","205","CNY"
"2020","205","NFL"
"2020","202","SVC"
"2020","199","ONM"
"2020","196","FWS"
"2020","195","BYS"
"2020","195","OQU"
"2020","194","EKM"
"2020","194","INS"
"2020","192","TKV"
"2020","187","SJN"
"2020","185","E16"
"2020","184","HHW"
"2020","182","PAN"
"2020","181","SFO"
"2020","181","ABQ"
"2020","180","HOB"
"2020","178","AZC"
"2020","178","LRU"
"2020","177","SJC"
"2020","176","PRS"
"2020","176","WJF"
"2020","176","ENV"
"2020","176","MRF"
"2020","176","SDM"
"2020","175","PEQ"
"2020","174","1II"
"2020","174","BAK"
"2020","171","EUF"
"2020","170","FMN"
"2020","168","1V6"
"2020","166","PMD"
"2020","162","ASG"
"2020","157","CNW"
"2020","157","SCH"
"2020","155","AEG"
"2020","153","CNM"
"2020","151","TCS"
"2020","150","IPL"
"2020","145","BIF"
"2020","145","OLS"
"2020","144","ARL"
"2020","144","CIR"
"2020","144","PVF"
"2020","143","EHY"
"2020","142","NXP"
"2020","140","XFL"
"2020","140","OMN"
"2020","139","SQL"
"2020","138","RNO"
"2020","137","F05"
"2020","135","ALM"
"2020","133","MCC"
"2020","133","GPM"
"2020","133","MHR"
"2020","132","SEZ"
"2020","132","MEZ"
"2020","132","PRC"
"2020","132","DAG"
"2020","128","NJK"
"2020","125","INK"
"2020","125","POC"
"2020","124","TOA"
"2020","121","TPH"
"2020","119","EDW"
"2020","117","TRM"
"2020","117","DVT"
"2020","114","HQZ"
"2020","114","IYK"
"2020","114","NID"
"2020","113","DMN"
"2020","112","INW"
"2020","111","PGA"
"2020","109","P08"
"2020","109","CGZ"
"2020","108","P38"
"2020","108","SGU"
"2020","99","9MN"
"2020","99","MER"
"2020","92","RFI"
"2020","91","AIB"
"2020","90","WHP"
"2020","89","EED"
"2020","87","HND"
"2020","84","IGM"
"2020","84","JGG"
"2020","82","EVB"
"2020","81","SDL"
"2020","80","CIC"
"2020","79","FYJ"
"2020","78","BLH"
"2020","77","PSP"
"2020","76","BXA"
"2020","76","JYG"
"2020","74","AVC"
"2020","73","CTZ"
"2020","73","ASL"
"2020","72","FTN"
"2020","72","VGT"
"2020","70","2W6"
"2020","69","SYF"
"2020","69","2V5"
"2020","68","IFP"
"2020","65","NYL"
"2020","63","SAD"
"2020","61","EDJ"
"2020","60","PHX"
"2020","60","FFZ"
"2020","60","BVU"
"2020","57","RHV"
"2020","56","2WX"
"2020","54","PAO"
"2020","53","EDU"
"2020","53","4BL"
"2020","53","BDG"
"2020","53","IWA"
"2020","53","CGS"
"2020","52","DRA"
